customer_id,churn,y_pred,no_churn_proba,churn_proba
0396-UKGAI,0,0,0.5257964116838152,0.47420358831618475
0411-EZJZE,0,1,0.3105619726417288,0.6894380273582712
0415-MOSGF,1,1,0.3459180948122479,0.6540819051877521
0420-BWTPW,1,1,0.47982917166358374,0.5201708283364163
0423-UDIJQ,0,1,0.40491379838824304,0.595086201611757
0430-IHCDJ,0,1,0.4651195830249202,0.5348804169750798
0440-QEXBZ,0,0,0.7344028005089862,0.26559719949101374
0447-BEMNG,1,0,0.7746115699265202,0.22538843007347975
0463-ZSDNT,0,1,0.3870097134938766,0.6129902865061234
0516-WJVXC,1,1,0.3497852265691318,0.6502147734308682
0523-VNGTF,0,0,0.7921157616527039,0.20788423834729602
0541-FITGH,0,1,0.2960489795567295,0.7039510204432705
0550-DCXLH,0,1,0.3625011958548964,0.6374988041451036
0567-GGCAC,0,1,0.3439122319825456,0.6560877680174544
0584-BJQGZ,0,1,0.4689946231768577,0.5310053768231423
0587-DMGBH,1,1,0.3916243128471728,0.6083756871528272
0601-WZHJF,1,1,0.4643368602427922,0.5356631397572078
0603-OLQDC,0,1,0.3645021736788556,0.6354978263211444
0612-RTZZA,1,1,0.4139649573156712,0.5860350426843288
0616-ATFGB,1,1,0.41470287661850314,0.5852971233814969
0621-TWIEM,1,1,0.4256757474272469,0.5743242525727531
0623-GDISB,0,1,0.33201036830484687,0.6679896316951531
0623-IIHUG,1,0,0.5479657276595133,0.4520342723404866
0655-YDGFJ,0,0,0.6032506977161616,0.3967493022838385
0661-XEYAN,1,1,0.41235878502539147,0.5876412149746085
0668-OGMHD,0,0,0.5931669560084285,0.40683304399157144
0674-EYYZV,0,1,0.3111781688545425,0.6888218311454575
0696-UKTOX,0,0,0.5305545311251436,0.46944546887485644
0699-NDKJM,0,0,0.8139851979503692,0.1860148020496308
0701-TJSEF,0,1,0.3397252613994367,0.6602747386005633
0708-LGSMF,0,1,0.38832940593078125,0.6116705940692188
0708-SJDIS,0,0,0.6067571499553116,0.3932428500446884
0719-SYFRB,1,1,0.3911703705794183,0.6088296294205817
0733-VUNUW,1,0,0.5361841510444421,0.463815848955558
0734-OXWBT,0,1,0.27882192997245137,0.7211780700275486
0742-MOABM,1,1,0.3536512266540669,0.6463487733459331
0746-JTRFU,1,1,0.42415706358143623,0.5758429364185638
0749-IRGQE,0,1,0.45608444902791745,0.5439155509720826
0774-IFUVM,0,1,0.3702113136807055,0.6297886863192945
0778-NELLA,1,1,0.45554469988111224,0.5444553001188878
0786-VSSUD,1,0,0.5110165095316733,0.4889834904683267
0799-DDIHE,0,1,0.47275828799222464,0.5272417120077754
0804-XBFBV,0,0,0.5099391712847532,0.49006082871524687
0807-ZABDG,1,1,0.3277260489045699,0.6722739510954301
0811-GSDTP,0,0,0.510381191119295,0.489618808880705
0817-HSUSE,0,1,0.2475661240654814,0.7524338759345186
0820-FNRNX,0,1,0.424214303619732,0.575785696380268
0822-GAVAP,1,1,0.38869047787694055,0.6113095221230594
0822-QGCXA,0,1,0.47696004387043034,0.5230399561295697
0823-HSCDJ,1,0,0.7952539338543743,0.2047460661456257
0836-SEYLU,1,1,0.43395555928404195,0.566044440715958
0841-NULXI,1,1,0.3765525491845131,0.6234474508154869
0842-IWYCP,0,0,0.763257469206931,0.23674253079306895
0851-DFJKB,0,1,0.43240479476081706,0.5675952052391829
0856-NAOES,0,1,0.3374417719935835,0.6625582280064165
0867-LDTTC,0,1,0.28269509110588287,0.7173049088941171
0870-VEMYL,1,1,0.35023469210422975,0.6497653078957702
0872-JCPIB,0,1,0.42845743115163826,0.5715425688483617
0887-HJGAR,1,1,0.3414595575699052,0.6585404424300948
0909-SDHNU,0,1,0.45422822723227463,0.5457717727677254
0928-JMXNP,0,1,0.42498079275341705,0.575019207246583
0929-HYQEW,0,1,0.3447620494551973,0.6552379505448027
0939-EREMR,0,1,0.4302803491485273,0.5697196508514727
0953-LGOVU,0,1,0.4826226137467582,0.5173773862532418
0975-VOOVL,0,1,0.4188205213991184,0.5811794786008816
0980-PVMRC,0,0,0.7008854322851829,0.29911456771481715
0988-JRWWP,0,1,0.33007730329261553,0.6699226967073845
0991-BRRFB,1,1,0.49341948840523375,0.5065805115947662
0997-YTLNY,0,0,0.5070069671065038,0.4929930328934961
0999-QXNSA,0,1,0.39798290357250066,0.6020170964274993
1024-GUALD,1,1,0.4156258138455855,0.5843741861544145
1036-GUDCL,0,0,0.8008716612814419,0.19912833871855806
1049-FYSYG,0,0,0.531814032330135,0.4681859676698649
1078-TDCRN,0,1,0.4122699540924961,0.5877300459075039
1089-HDMKP,0,1,0.4055995289072606,0.5944004710927394
1097-FSPVW,0,0,0.7126643107498095,0.2873356892501905
1100-DDVRV,0,1,0.482450904534106,0.517549095465894
1101-SSWAG,0,1,0.456218832640252,0.543781167359748
1104-FEJAM,0,0,0.5478406799010698,0.45215932009893023
1114-CENIM,1,0,0.8010353700431256,0.19896462995687442
1120-BMWUB,1,1,0.45785820329022986,0.5421417967097701
1125-SNVCK,0,0,0.7841478674663466,0.2158521325336534
1134-YWTYF,0,0,0.569153600190275,0.43084639980972494
1142-WACZW,1,1,0.4070745954348942,0.5929254045651058
1163-ONYEY,0,0,0.6505883816228542,0.34941161837714585
1202-KKGFU,0,1,0.41796130711684876,0.5820386928831512
1205-WNWPJ,1,1,0.35039099971586796,0.649609000284132
1208-NBVFH,0,0,0.5121228927850812,0.4878771072149189
1213-NGCUN,1,1,0.3734860642279981,0.6265139357720019
1215-VFYVK,0,1,0.36048357317604895,0.639516426823951
1226-UDFZR,1,1,0.3376032335907615,0.6623967664092385
1230-QAJDW,0,1,0.295577928504588,0.704422071495412
1247-QBVSH,0,0,0.7277932437720775,0.2722067562279225
1251-KRREG,1,1,0.3213664258356934,0.6786335741643066
1260-TTRXI,1,1,0.3388882752522969,0.6611117247477031
1261-FWTTE,0,0,0.5912838327077532,0.4087161672922468
1271-SJBGZ,1,1,0.453433680841274,0.546566319158726
1304-BCCFO,0,1,0.3334146821059991,0.6665853178940009
1310-QRITU,0,1,0.4909099917297848,0.5090900082702152
1322-AGOQM,1,0,0.788906952187352,0.211093047812648
1324-NLTJE,1,1,0.44287985683612663,0.5571201431638734
1329-VHWNP,0,1,0.4718851687188219,0.5281148312811781
1334-FJSVR,1,1,0.41765835169027354,0.5823416483097265
1335-NTIUC,0,1,0.489832840938653,0.510167159061347
1352-VHKAJ,0,0,0.5155556225201718,0.4844443774798281
1353-LJWEM,0,1,0.3844039496587832,0.6155960503412168
1355-KUSBG,0,1,0.3865726179968746,0.6134273820031254
1356-MKYSK,0,1,0.28089306025160077,0.7191069397483992
1357-MVDOZ,0,1,0.38911412537662493,0.6108858746233751
1360-RCYRT,0,0,0.6050087928495076,0.39499120715049246
1373-ORVIZ,1,1,0.3660447967748369,0.6339552032251631
1376-HHBDV,0,0,0.6173368379953215,0.3826631620046786
1395-OFUWC,0,0,0.7705153685460226,0.22948463145397735
1399-UBQIU,0,1,0.3548256138443858,0.6451743861556142
1406-PUQVY,0,1,0.32686589553920864,0.6731341044607914
1410-RSCMR,0,1,0.3122982612890923,0.6877017387109077
1432-FPAXX,1,0,0.6577495542804573,0.34225044571954266
1436-ZMJAN,0,1,0.351060337818794,0.648939662181206
1442-BQPVU,0,0,0.5135978445343822,0.4864021554656178
1452-XRSJV,0,0,0.693563825852791,0.3064361741472091
1453-RZFON,0,1,0.3272484313008125,0.6727515686991875
1456-TWCGB,0,1,0.35710152089281344,0.6428984791071866
1465-LNTLJ,0,1,0.3450507767671662,0.6549492232328338
1471-GIQKQ,0,1,0.3266986469607398,0.6733013530392602
1478-VPOAD,0,1,0.3475908549219512,0.6524091450780488
1492-QGCLU,0,0,0.7376027119579098,0.26239728804209017
1496-GGSUK,1,1,0.41272727332162773,0.5872727266783723
1501-SGHBW,1,1,0.34980917521709765,0.6501908247829024
1518-OMDIK,0,0,0.6554452715556351,0.34455472844436486
1518-VOWAV,1,1,0.32051156928368574,0.6794884307163143
1530-ZTDOZ,0,0,0.7915487826133917,0.20845121738660832
1536-HBSWP,0,1,0.32686589553920864,0.6731341044607914
1541-ETJZO,1,1,0.2879433220886728,0.7120566779113272
1548-ARAGG,0,1,0.32565189124937344,0.6743481087506266
1559-DTODC,0,0,0.58477012595497,0.4152298740450299
1564-HJUVY,0,1,0.30818528837227566,0.6918147116277243
1575-KRZZE,0,1,0.33635790746667804,0.663642092533322
1582-RAFML,1,1,0.29406036804066826,0.7059396319593317
1585-MQSSU,1,1,0.47750986325866773,0.5224901367413323
1589-AGTLK,1,1,0.3607041047794799,0.6392958952205201
1596-OQSPS,0,1,0.4167353426651311,0.5832646573348689
1597-FZREH,1,1,0.25325108095236326,0.7467489190476367
1600-DILPE,0,1,0.4485639795766303,0.5514360204233697
1612-EOHDH,1,1,0.34295073903288764,0.6570492609671124
1629-DQQVB,0,1,0.45140779638512674,0.5485922036148733
1635-FJFCC,0,1,0.38375539927920443,0.6162446007207956
1636-NTNCO,0,1,0.3510313558589603,0.6489686441410397
1660-HSOOQ,1,1,0.32808583613174414,0.6719141638682559
1666-JZPZT,0,0,0.585171326937465,0.41482867306253507
1684-FLBGS,0,1,0.4804402423021408,0.5195597576978592
1685-VAYJF,0,1,0.43822012115268294,0.5617798788473171
1697-BCSHV,0,0,0.8085132354438066,0.19148676455619343
1697-NVVGY,0,1,0.4478000912006196,0.5521999087993804
1702-CCFNJ,0,0,0.7740644014028965,0.22593559859710352
1703-MGIAB,0,1,0.4163704231962917,0.5836295768037083
1728-BQDMA,0,1,0.35433702208344264,0.6456629779165574
1730-VFMWO,0,0,0.651696868358373,0.3483031316416269
1740-CSDJP,1,1,0.37791577056505166,0.6220842294349483
1750-CSKKM,1,1,0.3820878157105012,0.6179121842894988
1763-WQFUK,0,1,0.3432669800206528,0.6567330199793472
1767-TGTKO,0,1,0.40885875000291916,0.5911412499970808
1768-HNVGJ,0,0,0.6976453174389555,0.3023546825610445
1768-ZAIFU,1,1,0.4141494010735197,0.5858505989264803
1777-JYQPJ,0,1,0.42696335197876323,0.5730366480212368
1791-PQHBB,0,1,0.29925986302004104,0.700740136979959
1794-HBQTJ,1,1,0.3315211511018138,0.6684788488981862
1794-SWWKL,0,1,0.42799187236334424,0.5720081276366558
1803-BGNBD,0,1,0.4164391824990088,0.5835608175009912
1809-DMJHQ,1,1,0.3772682366767921,0.6227317633232079
1810-MVMAI,0,0,0.5581761705992414,0.44182382940075854
1816-FLZDK,0,1,0.40007356783648873,0.5999264321635113
1845-ZLLIG,0,1,0.3264121255269906,0.6735878744730094
1848-LBZHY,0,1,0.38155820243040006,0.6184417975695999
1849-RJYIG,0,1,0.3580221688440888,0.6419778311559112
1852-XEMDW,0,1,0.4831769030073554,0.5168230969926446
1853-ARAAQ,0,0,0.5709734658570347,0.42902653414296527
1862-SKORY,1,0,0.7290030588569161,0.27099694114308387
1895-QTKDO,0,1,0.34737196301287443,0.6526280369871256
1907-YLNYW,0,1,0.3367889400514644,0.6632110599485356
1919-RTPQD,0,1,0.40099148079506153,0.5990085192049385
1928-BXYIV,0,1,0.29039885919231256,0.7096011408076874
1942-OQFRW,0,1,0.34690157565599067,0.6530984243440093
1958-RNRKS,0,0,0.6107587817820996,0.3892412182179004
1963-SVUCV,1,1,0.3424369987476553,0.6575630012523447
1976-AZZPJ,0,1,0.4388988518124731,0.5611011481875269
1976-CFOCS,1,1,0.34004443946747387,0.6599555605325261
1986-PHGZF,0,1,0.46157804185059836,0.5384219581494016
2011-TRQYE,1,0,0.5477681377563817,0.45223186224361833
2027-OAQQC,1,0,0.7293886915534644,0.27061130844653564
2038-YSEZE,0,0,0.5455506600832338,0.45444933991676617
2041-JIJCI,0,1,0.31779341122515437,0.6822065887748456
2043-WVTQJ,0,1,0.3081369121216977,0.6918630878783023
2045-BMBTJ,0,0,0.6120396642260324,0.3879603357739676
2049-BAFNW,0,1,0.3757116406258316,0.6242883593741684
2055-SIFSS,0,0,0.8107871308700978,0.18921286912990215
2075-RMJIK,0,1,0.3653695609865688,0.6346304390134312
2082-CEFLT,1,1,0.34141062640631403,0.658589373593686
2087-QAREY,0,0,0.5167295336780433,0.48327046632195675
2091-MJTFX,1,0,0.6090954301114286,0.3909045698885713
2100-BDNSN,1,1,0.3046896712530788,0.6953103287469212
2103-ZRXFN,0,1,0.3244094989123475,0.6755905010876525
2108-GLPQB,0,0,0.5455849449178805,0.4544150550821195
2108-XWMPY,1,1,0.3959322783895528,0.6040677216104472
2108-YKQTY,1,1,0.35066550678427566,0.6493344932157243
2135-RXIHG,1,1,0.3412397084127784,0.6587602915872216
2141-RRYGO,1,1,0.293136688784968,0.706863311215032
2150-UWTFY,1,1,0.4979563995417946,0.5020436004582054
2155-AMQRX,0,0,0.5768483449304826,0.42315165506951735
2181-UAESM,0,1,0.3242786591046223,0.6757213408953777
2186-QZEYA,0,0,0.5769916473919725,0.42300835260802744
2187-LZGPL,1,1,0.4175648400353239,0.5824351599646761
2189-UXTKY,1,1,0.43658626746507967,0.5634137325349203
2195-VVRJF,0,1,0.46002792975057927,0.5399720702494207
2202-OUTMO,0,0,0.6181709310993556,0.3818290689006444
2207-NHRJK,1,1,0.32386218802078015,0.6761378119792198
2207-OBZNX,1,1,0.37912688693288554,0.6208731130671145
2209-XADXF,0,1,0.41426612517900363,0.5857338748209964
2219-MVUSO,1,1,0.41101426157039944,0.5889857384296006
2229-VWQJH,0,0,0.5562648294877843,0.4437351705122156
2232-DMLXU,1,1,0.30976000784306224,0.6902399921569378
2235-DWLJU,0,1,0.3920710886625173,0.6079289113374827
2235-ZGKPT,1,1,0.35218798999817513,0.6478120100018249
2257-BOVXD,0,1,0.3962244496388634,0.6037755503611366
2272-UOINI,0,1,0.29012862748120116,0.7098713725187988
2273-QCKXA,0,1,0.33010006852423024,0.6698999314757698
2275-RBYQS,0,1,0.3424860005150113,0.6575139994849887
2277-VWCNI,0,1,0.3582224716934945,0.6417775283065055
2294-DMMUS,0,0,0.8263186234796379,0.17368137652036206
2309-OSFEU,1,1,0.46764346954045644,0.5323565304595436
2320-SLKMB,0,0,0.590739486821888,0.4092605131781119
2338-BQEZT,0,0,0.8132817191093097,0.18671828089069029
2346-DJQTB,0,0,0.723619106847817,0.2763808931521829
2363-BJLSL,0,0,0.8135734144692413,0.1864265855307588
2372-HWUHI,1,1,0.3546550125606379,0.6453449874393621
2373-NTKOD,0,1,0.3376228889932009,0.6623771110067991
2386-LAHRK,1,1,0.3153135405090345,0.6846864594909655
2391-SOORI,1,1,0.3566005351070327,0.6433994648929673
2408-PSJVE,0,0,0.7136854475122698,0.28631455248773013
2408-WITXK,1,1,0.4649205928463257,0.5350794071536743
2433-KMEAS,1,0,0.5160068612501104,0.4839931387498896
2436-QBZFP,0,0,0.5672185448863016,0.43278145511369837
2446-ZKVAF,0,1,0.4703166803066484,0.5296833196933516
2458-EOMRE,0,1,0.3743847956332331,0.6256152043667669
2460-FPSYH,1,0,0.6862896533510677,0.31371034664893227
2474-LCNUE,0,1,0.46438869035865793,0.5356113096413421
2478-EEWWM,0,0,0.8446027133045642,0.1553972866954358
2480-SQIOB,0,1,0.37159679769936615,0.6284032023006338
2485-ITVKB,1,1,0.38738662141707214,0.6126133785829279
2495-INZWQ,1,1,0.3725958524543036,0.6274041475456964
2519-ERQOJ,0,0,0.6273864351820171,0.37261356481798297
2533-TIBIX,0,0,0.5304790432814319,0.46952095671856814
2538-OIMXF,0,1,0.4164174716052551,0.5835825283947449
2582-FFFZR,0,0,0.5293967268043364,0.47060327319566364
2585-KTFRE,0,1,0.2623847753546342,0.7376152246453658
2586-CWXVV,0,0,0.8355248692851269,0.16447513071487313
2592-SEIFQ,1,1,0.4343019425994875,0.5656980574005125
2604-XVDAM,0,1,0.45350871922759506,0.5464912807724049
2606-RMDHZ,1,1,0.44278327346710156,0.5572167265328984
2607-FBDFF,0,1,0.3301746981201561,0.6698253018798439
2616-UUTFK,0,0,0.5761339373514701,0.4238660626485299
2625-TRCZQ,0,0,0.78812907542254,0.21187092457746007
2626-URJFX,1,1,0.3513089578895864,0.6486910421104136
2636-OHFMN,1,1,0.35899803092206783,0.6410019690779322
2637-FKFSY,0,1,0.3582086773213703,0.6417913226786297
2672-DZUOY,1,1,0.41433386890901425,0.5856661310909858
2672-OJQZP,0,1,0.3447150137809244,0.6552849862190756
2676-OXPPQ,0,1,0.3536013433529446,0.6463986566470554
2683-JXWQQ,0,0,0.8671717033947075,0.13282829660529252
2709-UQGNP,0,1,0.40629455915775103,0.593705440842249
2718-GAXQD,1,1,0.3675884251879018,0.6324115748120982
2720-FVBQP,0,1,0.3761473128206323,0.6238526871793677
2722-JMONI,1,1,0.32803786678181235,0.6719621332181877
2737-WFVYW,1,1,0.3516033067653147,0.6483966932346853
2740-TVLFN,0,1,0.32603009359719937,0.6739699064028006
2761-XECQW,0,1,0.41611946088107,0.58388053911893
2770-NSVDG,0,0,0.6179732595537677,0.38202674044623236
2778-OCLGR,1,0,0.5882253477583104,0.4117746522416897
2782-JEEBU,0,0,0.5692183474084267,0.43078165259157325
2782-LFZVW,0,1,0.38989772186010785,0.6101022781398922
2801-NISEI,0,0,0.5372846126904995,0.4627153873095005
2810-FTLEM,1,1,0.46996301842078814,0.5300369815792119
2817-NTQDO,1,1,0.45710991518806987,0.5428900848119301
2826-DXLQO,0,1,0.45454953794465947,0.5454504620553405
2828-SLQPF,0,0,0.5192830572991205,0.48071694270087945
2831-EBWRN,0,1,0.3683533558937139,0.6316466441062861
2833-SLKDQ,1,1,0.34368538229352086,0.6563146177064791
2842-JTCCU,1,1,0.34898625749481826,0.6510137425051817
2843-CQMEG,0,0,0.5544988874541341,0.44550111254586594
2851-MMUTZ,0,0,0.5619241838647187,0.43807581613528135
2853-CWQFQ,0,1,0.29579933449316664,0.7042006655068334
2862-PFNIK,0,1,0.41599515489432703,0.584004845105673
2887-JPYLU,0,0,0.7223488843380632,0.27765111566193673
2894-QOJRX,1,0,0.6127771133501967,0.38722288664980337
2903-YYTBW,0,1,0.3450093723138964,0.6549906276861036
2908-ZTPNF,0,0,0.7067924803128638,0.2932075196871362
2911-UREFD,1,0,0.6797829990635542,0.32021700093644584
2930-UOTMB,1,0,0.575971796814299,0.42402820318570095
2931-FSOHN,0,1,0.4074943930739272,0.5925056069260728
2933-FILNV,1,1,0.42654397679086586,0.5734560232091341
2937-FTHUR,0,1,0.4418441669922396,0.5581558330077604
2946-KIQSP,0,0,0.7020606760842678,0.2979393239157322
2947-DOMLJ,1,1,0.32490955708700264,0.6750904429129974
2957-LOLHO,1,1,0.4469199372108117,0.5530800627891883
2959-EEXWB,0,0,0.7426465363978171,0.2573534636021829
2962-XPMCQ,1,1,0.3522396246488738,0.6477603753511262
2969-QWUBZ,0,1,0.33070259140728153,0.6692974085927185
2971-SGAFL,0,1,0.34463448752483716,0.6553655124751628
2978-XXSOG,0,0,0.5019062356915753,0.4980937643084247
2985-JUUBZ,0,0,0.641932664871485,0.35806733512851496
3016-KSVCP,0,0,0.6505907209150634,0.34940927908493663
3030-YZADT,1,1,0.42027662830766555,0.5797233716923345
3038-PQIUY,0,0,0.6443148198057844,0.3556851801942155
3043-TYBNO,0,1,0.3101715276945821,0.6898284723054179
3050-GBUSH,0,1,0.39837710090335177,0.6016228990966482
3055-MJDSB,0,1,0.491602007968023,0.508397992031977
3058-WQDRE,0,0,0.5285690502747715,0.4714309497252285
3059-NGMXB,0,1,0.38604672391354367,0.6139532760864563
3063-QFSZL,1,1,0.3087391404167106,0.6912608595832894
3082-VQXNH,0,1,0.41638815641249494,0.5836118435875051
3085-QUOZK,1,1,0.3474678130173722,0.6525321869826278
3090-LETTY,0,1,0.30022321447076794,0.6997767855292321
3091-FYHKI,1,1,0.37690956322202296,0.623090436777977
3097-IDVPU,0,0,0.5008820874897817,0.49911791251021825
3097-NNSPB,1,1,0.338880448055785,0.661119551944215
3099-OONVS,0,0,0.5473934492827832,0.4526065507172167
3113-IWHLC,0,1,0.34388852968955197,0.656111470310448
3126-WQMGH,0,0,0.7699636587963752,0.23003634120362484
3132-TVFDZ,1,0,0.8325473590901484,0.16745264090985154
3137-LUPIX,0,1,0.3067262922819425,0.6932737077180575
3144-AUDBS,1,1,0.37506542871105697,0.624934571288943
3160-TYXLT,0,0,0.8080117406507801,0.19198825934921995
3164-YAXFY,0,0,0.8217111762984581,0.1782888237015419
3165-HDOEW,1,1,0.3409468919474219,0.6590531080525781
3173-NVMPX,0,1,0.383857528096645,0.616142471903355
3179-GBRWV,0,1,0.47238285603783425,0.5276171439621657
3209-ZPKFI,0,0,0.7500084195368781,0.24999158046312187
3221-CJMSG,0,0,0.5503280599772453,0.4496719400227546
3234-VKACU,0,1,0.2707620135494071,0.7292379864505929
3237-AJGEH,1,1,0.41205067799507633,0.5879493220049237
3255-GRXMG,0,0,0.5050016527573431,0.49499834724265684
3256-EZDBI,0,0,0.8202547687394693,0.17974523126053066
3258-SANFR,0,1,0.3916012191605479,0.6083987808394521
3272-VUHPV,0,1,0.36947728107549005,0.63052271892451
3278-FSIXX,0,1,0.3517499135047524,0.6482500864952476
3285-UCQVC,1,0,0.7276835241737941,0.2723164758262059
3301-LSLWQ,0,0,0.5528988142646071,0.4471011857353929
3307-TLCUD,0,0,0.5353939135730557,0.4646060864269443
3317-HRTNN,1,1,0.3773987920409164,0.6226012079590836
3329-WDIOK,1,1,0.34269646513613183,0.6573035348638682
3334-CTHOL,1,1,0.326971749248101,0.673028250751899
3345-PBBFH,0,1,0.3936598164232966,0.6063401835767034
3346-BRMIS,1,1,0.49588291403307116,0.5041170859669288
3347-YJZZE,0,0,0.5071298511860469,0.49287014881395314
3351-NGXYI,0,1,0.45798654901101965,0.5420134509889803
3391-JSQEW,0,0,0.7039323205493206,0.2960676794506794
3402-XRIUO,0,1,0.48780268602526744,0.5121973139747326
3413-BMNZE,0,1,0.3428878333936084,0.6571121666063916
3413-CSSTH,0,0,0.6971615776695214,0.30283842233047864
3415-TAILE,1,1,0.2852747739515299,0.7147252260484701
3426-NIYYL,1,1,0.45581728023007406,0.5441827197699259
3439-GVUSX,0,1,0.4175263801772492,0.5824736198227508
3445-HXXGF,1,0,0.83757301584905,0.16242698415095
3446-QDSZF,0,1,0.33577200585711786,0.6642279941428821
3450-WXOAT,0,0,0.760753783956712,0.23924621604328794
3466-BYAVD,0,1,0.39640314953831923,0.6035968504616808
3466-WAESX,0,1,0.4063422314435927,0.5936577685564073
3470-BTGQO,0,0,0.5376433010502013,0.46235669894979875
3472-OAOOR,0,0,0.5514853423399612,0.44851465766003884
3518-PZXZQ,0,1,0.3094350117166943,0.6905649882833057
3521-MNKLV,0,0,0.5532908258143923,0.4467091741856077
3521-SYVOR,1,0,0.6367665183501969,0.3632334816498031
3528-HFRIQ,0,0,0.8916454658687982,0.10835453413120175
3537-RYBHH,0,0,0.7245539766544167,0.2754460233455834
3538-WZPHD,1,1,0.416460143655748,0.583539856344252
3566-HJGPK,0,1,0.3419725940701539,0.6580274059298461
3566-VVORZ,0,1,0.44471963783481305,0.555280362165187
3570-YUEKJ,0,0,0.7205130254648653,0.27948697453513477
3577-AMVUX,0,1,0.3102478545928372,0.6897521454071628
3580-REOAC,1,1,0.4293971529728633,0.5706028470271367
3583-EKAPL,1,1,0.310038640143819,0.689961359856181
3589-PPVKW,0,1,0.4203709201991934,0.5796290798008066
3594-KADLU,0,1,0.3970804689873466,0.6029195310126534
3604-WLABM,0,1,0.3976759673618828,0.6023240326381172
3620-MWJNE,0,1,0.3206335957125994,0.6793664042874006
3621-CHYVB,0,0,0.8246326613196363,0.17536733868036367
3629-WEAAM,0,1,0.3444833731644854,0.6555166268355146
3639-XJHKQ,0,1,0.4698076775291218,0.5301923224708782
3640-JQGJG,0,1,0.4590310689278919,0.5409689310721081
3656-TKRVZ,1,1,0.326726329855358,0.673273670144642
3658-KIBGF,1,1,0.31036398531976694,0.6896360146802331
3665-JATSN,0,0,0.5354229153446692,0.4645770846553307
3668-QPYBK,1,1,0.32307848517218907,0.6769215148278109
3669-LVWZB,1,1,0.3613515130112033,0.6386484869887967
3669-OYSJI,1,1,0.33965729019628,0.66034270980372
3677-IYRBF,1,1,0.4048170099778573,0.5951829900221427
3683-QKIUE,1,1,0.3698451486963341,0.6301548513036659
3688-FTHLT,0,1,0.4287618273141589,0.5712381726858411
3689-MOZGR,0,0,0.6572063947466538,0.3427936052533462
3694-DELSO,0,1,0.3941895556165367,0.6058104443834633
3701-SFMUH,0,1,0.31775458973966786,0.6822454102603321
3703-TTEPD,0,1,0.47290076083098986,0.5270992391690101
3714-XPXBW,0,0,0.600458691271241,0.39954130872875904
3716-UVSPD,0,1,0.3288763041857057,0.6711236958142943
3723-BFBGR,0,0,0.5368041069951188,0.46319589300488123
3733-ZEECP,0,0,0.5313434762910308,0.46865652370896915
3748-FVMZZ,0,1,0.3885556308328093,0.6114443691671907
3751-KTZEL,1,1,0.37874783335309414,0.6212521666469059
3754-DXMRT,1,1,0.3556088721978068,0.6443911278021932
3776-EKTKM,1,1,0.37334549300546593,0.6266545069945341
3780-DDGSE,0,0,0.5880282734426481,0.4119717265573519
